step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
465.0,[328],[242146.72608016967],[759176.3767574069],[0.0]
466.0,[328],[242146.72608016967],[759176.3767574069],[0.0]
467.0,[328],[242146.72608016967],[759176.3767574069],[0.0]
468.0,[333],[245818.01548860045],[770686.5813683324],[0.0]
469.0,[334],[246512.23914824112],[772863.0930476288],[0.0]
470.0,[334],[246512.23914824112],[772863.0930476288],[0.0]
471.0,[334],[246512.23914824112],[772863.0930476288],[0.0]
472.0,[334],[246512.23914824112],[772863.0930476288],[0.0]
473.0,[334],[246512.23914824112],[772863.0930476288],[0.0]
474.0,[334],[246512.23914824112],[772863.0930476288],[0.0]
475.0,[334],[246512.23914824112],[772863.0930476288],[0.0]
476.0,[336],[247965.40480903594],[777419.0443094447],[0.0]
477.0,[336],[247965.40480903594],[777419.0443094447],[0.0]
478.0,[336],[247965.40480903594],[777419.0443094447],[0.0]
479.0,[336],[247965.40480903594],[777419.0443094447],[0.0]
480.0,[341],[251748.95598081275],[789281.2313572048],[0.0]
481.0,[344],[253830.95414352845],[795808.6516350067],[0.0]
482.0,[344],[253830.95414352845],[795808.6516350067],[0.0]
483.0,[344],[253830.95414352845],[795808.6516350067],[0.0]
484.0,[344],[253830.95414352845],[795808.6516350067],[0.0]
485.0,[344],[253830.95414352845],[795808.6516350067],[0.0]
486.0,[344],[253830.95414352845],[795808.6516350067],[0.0]
487.0,[344],[253830.95414352845],[795808.6516350067],[0.0]
488.0,[344],[253830.95414352845],[795808.6516350067],[0.0]
489.0,[344],[253830.95414352845],[795808.6516350067],[0.0]
490.0,[346],[255247.22073066662],[800248.9042428179],[0.0]
491.0,[346],[255247.22073066662],[800248.9042428179],[0.0]
492.0,[349],[257512.90208366956],[807352.2421457056],[0.0]
493.0,[350],[258223.61911866837],[809580.4706551218],[0.0]
494.0,[350],[258223.61911866837],[809580.4706551218],[0.0]
495.0,[350],[258223.61911866837],[809580.4706551218],[0.0]
496.0,[350],[258223.61911866837],[809580.4706551218],[0.0]
497.0,[350],[258223.61911866837],[809580.4706551218],[0.0]
498.0,[350],[258223.61911866837],[809580.4706551218],[0.0]
499.0,[350],[258223.61911866837],[809580.4706551218],[0.0]
500.0,[350],[258223.61911866837],[809580.4706551218],[0.0]
501.0,[350],[258223.61911866837],[809580.4706551218],[0.0]
502.0,[350],[258223.61911866837],[809580.4706551218],[0.0]
503.0,[350],[258223.61911866837],[809580.4706551218],[0.0]
